PCA1,PCA2
-0.35759043960002534,0.15854594610622588
-0.45408065458623714,0.15588535529898132
-1.4292250087003027,0.3326227085769365
0.21770556227936125,-0.12385600766683863
-0.1438687641468111,-0.021989502430263895
-0.7668159359962441,1.343920783085254
-1.6303967785201177,-0.33955987291866874
-1.8374729118776227,-0.4200645968853073
0.06492192204071043,0.2159266633605772
0.4033672923430977,1.305662517497756
0.025353742448777458,-0.38541175149266527
2.1023929364135023,1.4262553435126561
-0.33118943207542784,0.35728146584898374
-1.0623971354427721,0.10323556041415698
-0.12279128604800986,-0.2994248980676438
1.204225135538144,0.5175799046786028
0.8486773269897283,1.5658491271129047
1.6440289238376649,0.5757462828168187
1.0662049788294585,1.2562183537662335
1.420171951451824,1.3541282530307732
-1.9844086235530525,0.10890421760970642
-0.4629134190571522,-0.08008541212599876
-1.4052338976109282,0.18637362503616928
-1.47460257832215,0.3609985001809908
-0.557516730771301,-0.23757450094794627
-0.8558317446048612,0.2509613737891372
0.9153668638407162,0.5694091283864757
0.5553018657278961,-0.285953557850928
-0.36445265470327376,-0.2939018241885759
1.0409153314573865,1.0081923881277606
-0.4486991456740697,0.5371074692605213
-0.5535056560218694,-0.522173569276508
1.6485372992936664,0.5453310830191217
4.887749977886284,-1.1046885980662828
-0.47909783860653277,-0.8311963583176466
2.1169244459734124,1.196673768453855
-0.30936230579044777,0.6179723819846231
0.8796970683195566,-2.153242817729057
-0.08909136477649039,-0.31384620622899445
2.7928723278137286,1.208378495718336
-1.0694917211371755,-0.17191787443151293
-1.918851846542614,0.2779047291892334
-0.31692045993214474,-0.028285476223232416
0.6677485643125317,-1.8867101156335615
-0.47502679326394354,0.04298659208905679
-0.5504483186113268,0.8855736506488652
0.7706523769640756,0.3035052641447072
1.7721750077582172,1.3846586949610613
-1.0987063032694933,0.26768719455381573
-1.004423174024184,0.4922225730178545
-0.5104357734855351,0.02832401772321735
1.3686265552024859,0.8032659130257753
1.2449592818701054,0.8805983220896486
2.044279210227552,1.2696967448304155
-0.2214921682016138,1.0803168956619018
0.33080961089340566,0.02206408221647736
2.1991260179855856,1.759506021496403
0.16416371353940373,-0.8977565173140862
0.2990826635864391,-0.05748458967354746
-1.8602846815718115,0.27278036969757086
1.3668913949899035,-1.7126854269386302
-1.0822979274535602,0.14577701540003882
-1.6637010482612826,-0.035240727383943765
0.5015897406600878,0.7455035556305698
-1.0523198716908209,0.7164189188132527
0.0016000852162896895,-0.31280936701624806
-0.7313162918606092,0.8254293790967002
4.9640167646741595,-1.7945958765524697
0.7263374800318749,-0.8260894369200742
1.9843369749526536,1.8938192774668605
0.6617213428361961,-1.3152921477852164
3.323987450978116,3.6298845706720146
-2.7041718828698915,-5.697439161291685
-1.3912482695809496,0.21962702160954775
0.09216747874392282,-0.6070344355490891
0.3218259333142642,-0.6352043727288218
-1.3180322904335393,0.45733624490157093
-1.5066958348123352,-0.5009112945592705
-0.35979600539770873,-2.1832026758685403
1.9477241403376508,-1.2394599272234825
-0.6342913469039024,-1.3441569341898052
-0.738289866134822,0.4242033362131532
2.603332583667155,1.2009057624705493
2.024287988677679,0.8031127673659882
2.450588117096244,0.4193330197382131
-1.5634226366717443,0.09629781288771767
-0.17438981864064265,-0.14500964066371075
-1.2291566895782766,0.3020124119876558
-1.5594579045771155,-0.15817531151105474
0.301122587484266,0.2334711687674228
-0.20156586733050988,-0.9469958269836132
-1.0395632010241782,-0.2995336551793221
1.226888070962126,0.8365954646785623
0.8951938260278745,1.0993158904386002
0.034087063181368456,-0.36737246700440546
0.31548749981596924,0.48313442467184814
0.1495759062363369,0.05664621446657956
0.9402338379052706,2.5743205121362758
-0.5617058228075343,-0.36870273089612793
2.003773170237785,-3.1961889899704827
0.08207408505387506,-0.17938635022289515
-0.9625265834103408,-0.4120517849587947
0.470184727004994,-0.4850806434127255
2.2254206118999567,0.560136201942537
-1.6833016146478763,-0.05588547960446745
-0.2942067116228088,0.44049927385529986
-1.2722515654139954,-1.0187774269611538
2.7822591134379664,-0.20951730065718804
-0.8412070562736443,-0.9299273426762198
1.3105185078586106,-1.2994431639650543
-0.2402194192285677,-0.703732371829499
2.2268942151821225,-1.3733799942413694
-0.5421652875916948,0.054817461905808613
1.8345572941647665,-2.3965356212915125
-0.09072071514475974,-0.4650736286068088
0.8863466530632885,0.5875562319045432
-1.1839318930466716,-0.3037538050897319
-1.382578333650871,0.30345331186276575
0.3675239964336237,-0.2672912497376927
-1.1955185422720502,0.01323410105238249
-0.11030313463911458,-0.06049006819484165
-0.6151120327776326,0.2841785186780598
-1.507864957204528,0.2925505133949787
2.2827238101556127,-1.8848201203490844
-0.23655473735147436,0.25220167500034474
-0.7186046308358478,0.411893639171743
2.6246644216748334,-0.11096918164945216
-1.576254702661763,0.10432204233448206
1.2355980627837784,0.6841524511686385
-0.3407726684341582,-0.5344540554728815
0.35527533968736297,-2.4060134140163476
0.245758034034425,0.011263182727247885
-0.29680507199941025,-2.218689328150558
-0.8728301801751084,0.8299237898019737
-1.1998644739540243,0.38344279131488274
-2.0701264241907733,-0.15773639328608144
-0.0036676259349123176,0.2076654259097843
0.4155113387471963,-0.7816338891989453
2.287932775617087,-2.256094606494894
0.06419024694940904,-0.41634938429192614
-0.6558544180275134,0.37265427539360907
-1.4532561388121816,0.3896489871156761
-2.061115264246515,-0.14902396177062863
1.8429839216303583,0.24914605998642653
-0.29075275891684293,0.5787393476300418
-0.8254950260591563,-0.09490333193940861
1.2558909551872748,1.3112077007792076
0.22660176027612378,-0.8972470300477737
-0.5194496608658067,0.5169488955547387
-1.545908981771081,0.08534606236806756
-1.4602966506358521,-0.1939340982900728
-1.6322833641832593,0.7339404502257638
-1.7249583349974935,-0.185930334276416
0.016118805309319802,-0.07514430531963723
